month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2019-10,Any Mental Health,Sex,Female,6472
2019-10,Any Mental Health,Sex,Male,5782
2019-10,Any Mental Health,Total,All,6111
2019-09,Any Mental Health,Age,12-17 years,7537
2019-09,Any Mental Health,Age,18-34 years,7123
2019-09,Any Mental Health,Age,35-64 years,7432
2019-09,Any Mental Health,Age,65+ years,5040
2019-09,Any Mental Health,Age,All,6078
2019-09,Any Mental Health,RaceEthnicity,AI/AN,6646
2019-09,Any Mental Health,RaceEthnicity,All,6078
2019-09,Any Mental Health,RaceEthnicity,Asian,3700
2019-09,Any Mental Health,RaceEthnicity,Black,4923
2019-09,Any Mental Health,RaceEthnicity,Hispanic,5042
2019-09,Any Mental Health,RaceEthnicity,Multiple/Other,4873
2019-09,Any Mental Health,RaceEthnicity,NHOPI,3806
2019-09,Any Mental Health,RaceEthnicity,White,7187
2019-09,Any Mental Health,Sex,All,6078
2019-09,Any Mental Health,Sex,Female,6449
2019-09,Any Mental Health,Sex,Male,5735
2019-09,Any Mental Health,Total,All,6078
2019-08,Any Mental Health,Age,12-17 years,6982
2019-08,Any Mental Health,Age,18-34 years,7143
2019-08,Any Mental Health,Age,35-64 years,7540
2019-08,Any Mental Health,Age,65+ years,5096
2019-08,Any Mental Health,Age,All,6154
2019-08,Any Mental Health,RaceEthnicity,AI/AN,6508
2019-08,Any Mental Health,RaceEthnicity,All,6154
2019-08,Any Mental Health,RaceEthnicity,Asian,3581
2019-08,Any Mental Health,RaceEthnicity,Black,5073
2019-08,Any Mental Health,RaceEthnicity,Hispanic,5151
2019-08,Any Mental Health,RaceEthnicity,Multiple/Other,4890
2019-08,Any Mental Health,RaceEthnicity,NHOPI,3810
2019-08,Any Mental Health,RaceEthnicity,White,7207
2019-08,Any Mental Health,Sex,All,6154
2019-08,Any Mental Health,Sex,Female,6540
2019-08,Any Mental Health,Sex,Male,5797
2019-08,Any Mental Health,Total,All,6154
2019-07,Any Mental Health,Age,12-17 years,6774
2019-07,Any Mental Health,Age,18-34 years,6961
2019-07,Any Mental Health,Age,35-64 years,7361
2019-07,Any Mental Health,Age,65+ years,4974
2019-07,Any Mental Health,Age,All,6010
2019-07,Any Mental Health,RaceEthnicity,AI/AN,6656
2019-07,Any Mental Health,RaceEthnicity,All,6010
2019-07,Any Mental Health,RaceEthnicity,Asian,3634
2019-07,Any Mental Health,RaceEthnicity,Black,5059
2019-07,Any Mental Health,RaceEthnicity,Hispanic,5123
2019-07,Any Mental Health,RaceEthnicity,Multiple/Other,4706
2019-07,Any Mental Health,RaceEthnicity,NHOPI,3948
2019-07,Any Mental Health,RaceEthnicity,White,7016
2019-07,Any Mental Health,Sex,All,6010
2019-07,Any Mental Health,Sex,Female,6379
2019-07,Any Mental Health,Sex,Male,5664
2019-07,Any Mental Health,Total,All,6010
2019-06,Any Mental Health,Age,12-17 years,6941
2019-06,Any Mental Health,Age,18-34 years,6784
2019-06,Any Mental Health,Age,35-64 years,7252
2019-06,Any Mental Health,Age,65+ years,4868
2019-06,Any Mental Health,Age,All,5850
2019-06,Any Mental Health,RaceEthnicity,AI/AN,6818
2019-06,Any Mental Health,RaceEthnicity,All,5850
2019-06,Any Mental Health,RaceEthnicity,Asian,3597
2019-06,Any Mental Health,RaceEthnicity,Black,4915
2019-06,Any Mental Health,RaceEthnicity,Hispanic,4920
2019-06,Any Mental Health,RaceEthnicity,Multiple/Other,4574
2019-06,Any Mental Health,RaceEthnicity,NHOPI,3654
2019-06,Any Mental Health,RaceEthnicity,White,6848
2019-06,Any Mental Health,Sex,All,5850
2019-06,Any Mental Health,Sex,Female,6200
2019-06,Any Mental Health,Sex,Male,5516
2019-06,Any Mental Health,Total,All,5850
2019-05,Any Mental Health,Age,12-17 years,8041
2019-05,Any Mental Health,Age,18-34 years,6868
2019-05,Any Mental Health,Age,35-64 years,7239
2019-05,Any Mental Health,Age,65+ years,4825
2019-05,Any Mental Health,Age,All,5871
2019-05,Any Mental Health,RaceEthnicity,AI/AN,6869
2019-05,Any Mental Health,RaceEthnicity,All,5871
2019-05,Any Mental Health,RaceEthnicity,Asian,3679
2019-05,Any Mental Health,RaceEthnicity,Black,4857
2019-05,Any Mental Health,RaceEthnicity,Hispanic,4830
2019-05,Any Mental Health,RaceEthnicity,Multiple/Other,4555
2019-05,Any Mental Health,RaceEthnicity,NHOPI,3617
2019-05,Any Mental Health,RaceEthnicity,White,6937
2019-05,Any Mental Health,Sex,All,5871
2019-05,Any Mental Health,Sex,Female,6204
2019-05,Any Mental Health,Sex,Male,5544
2019-05,Any Mental Health,Total,All,5871
2019-04,Any Mental Health,Age,12-17 years,8128
2019-04,Any Mental Health,Age,18-34 years,6896
2019-04,Any Mental Health,Age,35-64 years,7264
2019-04,Any Mental Health,Age,65+ years,4792
2019-04,Any Mental Health,Age,All,5862
2019-04,Any Mental Health,RaceEthnicity,AI/AN,6882
2019-04,Any Mental Health,RaceEthnicity,All,5862
2019-04,Any Mental Health,RaceEthnicity,Asian,3535
2019-04,Any Mental Health,RaceEthnicity,Black,4862
2019-04,Any Mental Health,RaceEthnicity,Hispanic,4702
2019-04,Any Mental Health,RaceEthnicity,Multiple/Other,4534
2019-04,Any Mental Health,RaceEthnicity,NHOPI,3624
2019-04,Any Mental Health,RaceEthnicity,White,6938
2019-04,Any Mental Health,Sex,All,5862
2019-04,Any Mental Health,Sex,Female,6134
2019-04,Any Mental Health,Sex,Male,5542
2019-04,Any Mental Health,Total,All,5862
2019-03,Any Mental Health,Age,12-17 years,7845
2019-03,Any Mental Health,Age,18-34 years,6704
2019-03,Any Mental Health,Age,35-64 years,7092
2019-03,Any Mental Health,Age,65+ years,4704
2019-03,Any Mental Health,Age,All,5660
2019-03,Any Mental Health,RaceEthnicity,AI/AN,6422
2019-03,Any Mental Health,RaceEthnicity,All,5660
2019-03,Any Mental Health,RaceEthnicity,Asian,3445
2019-03,Any Mental Health,RaceEthnicity,Black,4653
2019-03,Any Mental Health,RaceEthnicity,Hispanic,4423
2019-03,Any Mental Health,RaceEthnicity,Multiple/Other,4378
2019-03,Any Mental Health,RaceEthnicity,NHOPI,3253
2019-03,Any Mental Health,RaceEthnicity,White,6701
2019-03,Any Mental Health,Sex,All,5660
2019-03,Any Mental Health,Sex,Female,5898
2019-03,Any Mental Health,Sex,Male,5379
2019-03,Any Mental Health,Total,All,5660
2019-02,Any Mental Health,Age,12-17 years,7676
2019-02,Any Mental Health,Age,18-34 years,6585
2019-02,Any Mental Health,Age,35-64 years,6874
2019-02,Any Mental Health,Age,65+ years,4631
2019-02,Any Mental Health,Age,All,5519
2019-02,Any Mental Health,RaceEthnicity,AI/AN,6417
2019-02,Any Mental Health,RaceEthnicity,All,5519
2019-02,Any Mental Health,RaceEthnicity,Asian,3591
2019-02,Any Mental Health,RaceEthnicity,Black,4556
2019-02,Any Mental Health,RaceEthnicity,Hispanic,4365
2019-02,Any Mental Health,RaceEthnicity,Multiple/Other,4285
2019-02,Any Mental Health,RaceEthnicity,NHOPI,3100
2019-02,Any Mental Health,RaceEthnicity,White,6553
2019-02,Any Mental Health,Sex,All,5519
2019-02,Any Mental Health,Sex,Female,5727
2019-02,Any Mental Health,Sex,Male,5275
2019-02,Any Mental Health,Total,All,5519
2019-01,Any Mental Health,Age,12-17 years,7645
2019-01,Any Mental Health,Age,18-34 years,6287
2019-01,Any Mental Health,Age,35-64 years,6712
2019-01,Any Mental Health,Age,65+ years,4438
2019-01,Any Mental Health,Age,All,5384
2019-01,Any Mental Health,RaceEthnicity,AI/AN,6521
2019-01,Any Mental Health,RaceEthnicity,All,5384
2019-01,Any Mental Health,RaceEthnicity,Asian,3415
2019-01,Any Mental Health,RaceEthnicity,Black,4487
2019-01,Any Mental Health,RaceEthnicity,Hispanic,4331
2019-01,Any Mental Health,RaceEthnicity,Multiple/Other,4251
2019-01,Any Mental Health,RaceEthnicity,NHOPI,3184
2019-01,Any Mental Health,RaceEthnicity,White,6370
2019-01,Any Mental Health,Sex,All,5384
2019-01,Any Mental Health,Sex,Female,5553
2019-01,Any Mental Health,Sex,Male,5182
2019-01,Any Mental Health,Total,All,5384
2026-05,Bipolar Disorders,Age,12-17 years,187
2026-05,Bipolar Disorders,Age,18-34 years,566
2026-05,Bipolar Disorders,Age,35-64 years,703
2026-05,Bipolar Disorders,Age,65+ years,298
2026-05,Bipolar Disorders,Age,All,465
2026-05,Bipolar Disorders,RaceEthnicity,AI/AN,404
2026-05,Bipolar Disorders,RaceEthnicity,All,465
2026-05,Bipolar Disorders,RaceEthnicity,Asian,250
2026-05,Bipolar Disorders,RaceEthnicity,Black,407
2026-05,Bipolar Disorders,RaceEthnicity,Hispanic,285
2026-05,Bipolar Disorders,RaceEthnicity,Multiple/Other,361
2026-05,Bipolar Disorders,RaceEthnicity,NHOPI,278
2026-05,Bipolar Disorders,RaceEthnicity,White,572
2026-05,Bipolar Disorders,Sex,All,465
2026-05,Bipolar Disorders,Sex,Female,500
2026-05,Bipolar Disorders,Sex,Male,422
2026-05,Bipolar Disorders,Total,All,465
2026-04,Bipolar Disorders,Age,12-17 years,198
2026-04,Bipolar Disorders,Age,18-34 years,585
2026-04,Bipolar Disorders,Age,35-64 years,710
2026-04,Bipolar Disorders,Age,65+ years,308
2026-04,Bipolar Disorders,Age,All,473
2026-04,Bipolar Disorders,RaceEthnicity,AI/AN,389
2026-04,Bipolar Disorders,RaceEthnicity,All,473
2026-04,Bipolar Disorders,RaceEthnicity,Asian,235
2026-04,Bipolar Disorders,RaceEthnicity,Black,409
2026-04,Bipolar Disorders,RaceEthnicity,Hispanic,290
2026-04,Bipolar Disorders,RaceEthnicity,Multiple/Other,355
2026-04,Bipolar Disorders,RaceEthnicity,NHOPI,263
2026-04,Bipolar Disorders,RaceEthnicity,White,585
2026-04,Bipolar Disorders,Sex,All,473
2026-04,Bipolar Disorders,Sex,Female,509
2026-04,Bipolar Disorders,Sex,Male,427
2026-04,Bipolar Disorders,Total,All,473
2026-03,Bipolar Disorders,Age,12-17 years,183
2026-03,Bipolar Disorders,Age,18-34 years,582
2026-03,Bipolar Disorders,Age,35-64 years,707
2026-03,Bipolar Disorders,Age,65+ years,307
2026-03,Bipolar Disorders,Age,All,466
2026-03,Bipolar Disorders,RaceEthnicity,AI/AN,417
2026-03,Bipolar Disorders,RaceEthnicity,All,466
2026-03,Bipolar Disorders,RaceEthnicity,Asian,261
2026-03,Bipolar Disorders,RaceEthnicity,Black,407
2026-03,Bipolar Disorders,RaceEthnicity,Hispanic,278
2026-03,Bipolar Disorders,RaceEthnicity,Multiple/Other,350
2026-03,Bipolar Disorders,RaceEthnicity,NHOPI,219
2026-03,Bipolar Disorders,RaceEthnicity,White,576
2026-03,Bipolar Disorders,Sex,All,466
2026-03,Bipolar Disorders,Sex,Female,496
2026-03,Bipolar Disorders,Sex,Male,427
2026-03,Bipolar Disorders,Total,All,466
2026-02,Bipolar Disorders,Age,12-17 years,177
2026-02,Bipolar Disorders,Age,18-34 years,567
2026-02,Bipolar Disorders,Age,35-64 years,689
2026-02,Bipolar Disorders,Age,65+ years,301
2026-02,Bipolar Disorders,Age,All,453
2026-02,Bipolar Disorders,RaceEthnicity,AI/AN,417
2026-02,Bipolar Disorders,RaceEthnicity,All,453
2026-02,Bipolar Disorders,RaceEthnicity,Asian,255
2026-02,Bipolar Disorders,RaceEthnicity,Black,401
2026-02,Bipolar Disorders,RaceEthnicity,Hispanic,265
2026-02,Bipolar Disorders,RaceEthnicity,Multiple/Other,339
2026-02,Bipolar Disorders,RaceEthnicity,NHOPI,242
2026-02,Bipolar Disorders,RaceEthnicity,White,559
2026-02,Bipolar Disorders,Sex,All,453
2026-02,Bipolar Disorders,Sex,Female,482
2026-02,Bipolar Disorders,Sex,Male,416
2026-02,Bipolar Disorders,Total,All,453
2026-01,Bipolar Disorders,Age,12-17 years,177
2026-01,Bipolar Disorders,Age,18-34 years,550
2026-01,Bipolar Disorders,Age,35-64 years,689
2026-01,Bipolar Disorders,Age,65+ years,296
2026-01,Bipolar Disorders,Age,All,453
2026-01,Bipolar Disorders,RaceEthnicity,AI/AN,354
2026-01,Bipolar Disorders,RaceEthnicity,All,453
2026-01,Bipolar Disorders,RaceEthnicity,Asian,220
2026-01,Bipolar Disorders,RaceEthnicity,Black,407
2026-01,Bipolar Disorders,RaceEthnicity,Hispanic,280
2026-01,Bipolar Disorders,RaceEthnicity,Multiple/Other,337
2026-01,Bipolar Disorders,RaceEthnicity,NHOPI,220
2026-01,Bipolar Disorders,RaceEthnicity,White,553
2026-01,Bipolar Disorders,Sex,All,453
2026-01,Bipolar Disorders,Sex,Female,483
2026-01,Bipolar Disorders,Sex,Male,415
2026-01,Bipolar Disorders,Total,All,453
2025-12,Bipolar Disorders,Age,12-17 years,164
2025-12,Bipolar Disorders,Age,18-34 years,512
2025-12,Bipolar Disorders,Age,35-64 years,657
2025-12,Bipolar Disorders,Age,65+ years,282
2025-12,Bipolar Disorders,Age,All,420
2025-12,Bipolar Disorders,RaceEthnicity,AI/AN,308
2025-12,Bipolar Disorders,RaceEthnicity,All,420
2025-12,Bipolar Disorders,RaceEthnicity,Asian,210
2025-12,Bipolar Disorders,RaceEthnicity,Black,375
2025-12,Bipolar Disorders,RaceEthnicity,Hispanic,251
2025-12,Bipolar Disorders,RaceEthnicity,Multiple/Other,292
2025-12,Bipolar Disorders,RaceEthnicity,NHOPI,239
2025-12,Bipolar Disorders,RaceEthnicity,White,521
2025-12,Bipolar Disorders,Sex,All,420
2025-12,Bipolar Disorders,Sex,Female,444
2025-12,Bipolar Disorders,Sex,Male,391
2025-12,Bipolar Disorders,Total,All,420
2025-11,Bipolar Disorders,Age,12-17 years,199
2025-11,Bipolar Disorders,Age,18-34 years,555
2025-11,Bipolar Disorders,Age,35-64 years,701
2025-11,Bipolar Disorders,Age,65+ years,288
2025-11,Bipolar Disorders,Age,All,455
2025-11,Bipolar Disorders,RaceEthnicity,AI/AN,371
2025-11,Bipolar Disorders,RaceEthnicity,All,455
2025-11,Bipolar Disorders,RaceEthnicity,Asian,235
2025-11,Bipolar Disorders,RaceEthnicity,Black,414
2025-11,Bipolar Disorders,RaceEthnicity,Hispanic,274
2025-11,Bipolar Disorders,RaceEthnicity,Multiple/Other,339
2025-11,Bipolar Disorders,RaceEthnicity,NHOPI,221
2025-11,Bipolar Disorders,RaceEthnicity,White,554
2025-11,Bipolar Disorders,Sex,All,455
2025-11,Bipolar Disorders,Sex,Female,481
2025-11,Bipolar Disorders,Sex,Male,422
2025-11,Bipolar Disorders,Total,All,455
2025-10,Bipolar Disorders,Age,12-17 years,192
2025-10,Bipolar Disorders,Age,18-34 years,562
2025-10,Bipolar Disorders,Age,35-64 years,703
2025-10,Bipolar Disorders,Age,65+ years,291
2025-10,Bipolar Disorders,Age,All,462
2025-10,Bipolar Disorders,RaceEthnicity,AI/AN,330
2025-10,Bipolar Disorders,RaceEthnicity,All,462
2025-10,Bipolar Disorders,RaceEthnicity,Asian,226
2025-10,Bipolar Disorders,RaceEthnicity,Black,411
2025-10,Bipolar Disorders,RaceEthnicity,Hispanic,267
2025-10,Bipolar Disorders,RaceEthnicity,Multiple/Other,350
2025-10,Bipolar Disorders,RaceEthnicity,NHOPI,262
2025-10,Bipolar Disorders,RaceEthnicity,White,566
2025-10,Bipolar Disorders,Sex,All,462
2025-10,Bipolar Disorders,Sex,Female,494
2025-10,Bipolar Disorders,Sex,Male,423
2025-10,Bipolar Disorders,Total,All,462
2025-09,Bipolar Disorders,Age,12-17 years,176
2025-09,Bipolar Disorders,Age,18-34 years,562
2025-09,Bipolar Disorders,Age,35-64 years,679
2025-09,Bipolar Disorders,Age,65+ years,291
2025-09,Bipolar Disorders,Age,All,455
2025-09,Bipolar Disorders,RaceEthnicity,AI/AN,345
2025-09,Bipolar Disorders,RaceEthnicity,All,455
2025-09,Bipolar Disorders,RaceEthnicity,Asian,218
2025-09,Bipolar Disorders,RaceEthnicity,Black,392
2025-09,Bipolar Disorders,RaceEthnicity,Hispanic,270
2025-09,Bipolar Disorders,RaceEthnicity,Multiple/Other,339
2025-09,Bipolar Disorders,RaceEthnicity,NHOPI,303
2025-09,Bipolar Disorders,RaceEthnicity,White,554
2025-09,Bipolar Disorders,Sex,All,455
2025-09,Bipolar Disorders,Sex,Female,484
2025-09,Bipolar Disorders,Sex,Male,418
2025-09,Bipolar Disorders,Total,All,455
2025-08,Bipolar Disorders,Age,12-17 years,194
2025-08,Bipolar Disorders,Age,18-34 years,561
2025-08,Bipolar Disorders,Age,35-64 years,682
2025-08,Bipolar Disorders,Age,65+ years,281
2025-08,Bipolar Disorders,Age,All,462
2025-08,Bipolar Disorders,RaceEthnicity,AI/AN,328
2025-08,Bipolar Disorders,RaceEthnicity,All,462
2025-08,Bipolar Disorders,RaceEthnicity,Asian,226
2025-08,Bipolar Disorders,RaceEthnicity,Black,406
2025-08,Bipolar Disorders,RaceEthnicity,Hispanic,272
2025-08,Bipolar Disorders,RaceEthnicity,Multiple/Other,338
2025-08,Bipolar Disorders,RaceEthnicity,NHOPI,234
2025-08,Bipolar Disorders,RaceEthnicity,White,556
2025-08,Bipolar Disorders,Sex,All,462
2025-08,Bipolar Disorders,Sex,Female,492
2025-08,Bipolar Disorders,Sex,Male,425
2025-08,Bipolar Disorders,Total,All,462
2025-07,Bipolar Disorders,Age,12-17 years,220
2025-07,Bipolar Disorders,Age,18-34 years,578
2025-07,Bipolar Disorders,Age,35-64 years,688
2025-07,Bipolar Disorders,Age,65+ years,279
2025-07,Bipolar Disorders,Age,All,474
2025-07,Bipolar Disorders,RaceEthnicity,AI/AN,397
2025-07,Bipolar Disorders,RaceEthnicity,All,474
2025-07,Bipolar Disorders,RaceEthnicity,Asian,226
2025-07,Bipolar Disorders,RaceEthnicity,Black,416
2025-07,Bipolar Disorders,RaceEthnicity,Hispanic,286
2025-07,Bipolar Disorders,RaceEthnicity,Multiple/Other,351
2025-07,Bipolar Disorders,RaceEthnicity,NHOPI,244
2025-07,Bipolar Disorders,RaceEthnicity,White,567
2025-07,Bipolar Disorders,Sex,All,474
2025-07,Bipolar Disorders,Sex,Female,505
2025-07,Bipolar Disorders,Sex,Male,436
2025-07,Bipolar Disorders,Total,All,474
2025-06,Bipolar Disorders,Age,12-17 years,212
2025-06,Bipolar Disorders,Age,18-34 years,577
2025-06,Bipolar Disorders,Age,35-64 years,688
2025-06,Bipolar Disorders,Age,65+ years,285
2025-06,Bipolar Disorders,Age,All,470
2025-06,Bipolar Disorders,RaceEthnicity,AI/AN,339
2025-06,Bipolar Disorders,RaceEthnicity,All,470
2025-06,Bipolar Disorders,RaceEthnicity,Asian,248
2025-06,Bipolar Disorders,RaceEthnicity,Black,413
2025-06,Bipolar Disorders,RaceEthnicity,Hispanic,279
2025-06,Bipolar Disorders,RaceEthnicity,Multiple/Other,348
2025-06,Bipolar Disorders,RaceEthnicity,NHOPI,278
2025-06,Bipolar Disorders,RaceEthnicity,White,565
2025-06,Bipolar Disorders,Sex,All,470
2025-06,Bipolar Disorders,Sex,Female,501
2025-06,Bipolar Disorders,Sex,Male,433
2025-06,Bipolar Disorders,Total,All,470
2025-05,Bipolar Disorders,Age,12-17 years,207
2025-05,Bipolar Disorders,Age,18-34 years,571
2025-05,Bipolar Disorders,Age,35-64 years,689
2025-05,Bipolar Disorders,Age,65+ years,280
2025-05,Bipolar Disorders,Age,All,457
2025-05,Bipolar Disorders,RaceEthnicity,AI/AN,371
2025-05,Bipolar Disorders,RaceEthnicity,All,457
2025-05,Bipolar Disorders,RaceEthnicity,Asian,207
2025-05,Bipolar Disorders,RaceEthnicity,Black,395
2025-05,Bipolar Disorders,RaceEthnicity,Hispanic,257
2025-05,Bipolar Disorders,RaceEthnicity,Multiple/Other,328
2025-05,Bipolar Disorders,RaceEthnicity,NHOPI,241
2025-05,Bipolar Disorders,RaceEthnicity,White,565
2025-05,Bipolar Disorders,Sex,All,457
2025-05,Bipolar Disorders,Sex,Female,483
2025-05,Bipolar Disorders,Sex,Male,424
2025-05,Bipolar Disorders,Total,All,457
2025-04,Bipolar Disorders,Age,12-17 years,202
2025-04,Bipolar Disorders,Age,18-34 years,577
2025-04,Bipolar Disorders,Age,35-64 years,690
2025-04,Bipolar Disorders,Age,65+ years,281
2025-04,Bipolar Disorders,Age,All,457
2025-04,Bipolar Disorders,RaceEthnicity,AI/AN,395
2025-04,Bipolar Disorders,RaceEthnicity,All,457
2025-04,Bipolar Disorders,RaceEthnicity,Asian,235
2025-04,Bipolar Disorders,RaceEthnicity,Black,394
2025-04,Bipolar Disorders,RaceEthnicity,Hispanic,253
2025-04,Bipolar Disorders,RaceEthnicity,Multiple/Other,316
2025-04,Bipolar Disorders,RaceEthnicity,NHOPI,231
2025-04,Bipolar Disorders,RaceEthnicity,White,569
2025-04,Bipolar Disorders,Sex,All,457
2025-04,Bipolar Disorders,Sex,Female,482
2025-04,Bipolar Disorders,Sex,Male,425
2025-04,Bipolar Disorders,Total,All,457
2025-03,Bipolar Disorders,Age,12-17 years,201
2025-03,Bipolar Disorders,Age,18-34 years,580
2025-03,Bipolar Disorders,Age,35-64 years,692
2025-03,Bipolar Disorders,Age,65+ years,280
2025-03,Bipolar Disorders,Age,All,456
2025-03,Bipolar Disorders,RaceEthnicity,AI/AN,393
2025-03,Bipolar Disorders,RaceEthnicity,All,456
2025-03,Bipolar Disorders,RaceEthnicity,Asian,240
2025-03,Bipolar Disorders,RaceEthnicity,Black,396
2025-03,Bipolar Disorders,RaceEthnicity,Hispanic,249
2025-03,Bipolar Disorders,RaceEthnicity,Multiple/Other,328
2025-03,Bipolar Disorders,RaceEthnicity,NHOPI,232
2025-03,Bipolar Disorders,RaceEthnicity,White,564
2025-03,Bipolar Disorders,Sex,All,456
2025-03,Bipolar Disorders,Sex,Female,484
2025-03,Bipolar Disorders,Sex,Male,420
2025-03,Bipolar Disorders,Total,All,456
2025-02,Bipolar Disorders,Age,12-17 years,175
2025-02,Bipolar Disorders,Age,18-34 years,545
2025-02,Bipolar Disorders,Age,35-64 years,652
2025-02,Bipolar Disorders,Age,65+ years,273
2025-02,Bipolar Disorders,Age,All,430
2025-02,Bipolar Disorders,RaceEthnicity,AI/AN,356
2025-02,Bipolar Disorders,RaceEthnicity,All,430
2025-02,Bipolar Disorders,RaceEthnicity,Asian,224
2025-02,Bipolar Disorders,RaceEthnicity,Black,371
2025-02,Bipolar Disorders,RaceEthnicity,Hispanic,229
2025-02,Bipolar Disorders,RaceEthnicity,Multiple/Other,322
2025-02,Bipolar Disorders,RaceEthnicity,NHOPI,261
2025-02,Bipolar Disorders,RaceEthnicity,White,537
